CardId,RuleFamily,RuleCategory,Trigger,Base,Translate,WordCategory,Before,After,Answer,Outcome,TranslateSent,Why,Why-Cym
p000014,"Soft, Contact",Preposition,am,coeden,tree,noun-fem,Rydyn ni'n siarad am , heddiw.,goeden,SM,We are talking about a tree today.,After the preposition am the next word normally takes a soft mutation so coeden changes to goeden.,Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly coeden yn dod yn goeden.
p000015,"Soft, Contact",Preposition,am,pont,bridge,noun-fem,Mae e'n siarad am , heddiw.,bont,SM,He is talking about a bridge today.,After the preposition am the next word normally takes a soft mutation so pont changes to bont.,Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly pont yn dod yn bont.
p000016,"Soft, Contact",Preposition,am,ffôn,telephone,noun-fem,Dw i'n meddwl am , newydd.,fôn,SM,I am thinking about a new phone.,After the preposition am the next word normally takes a soft mutation so ff changes to f and ffôn becomes fôn.,Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly ff yn dod yn f ac mae ffôn yn dod yn fôn.
p000017,"Soft, Contact",Preposition,am,ffenestr,window,noun-fem,Dw i'n chwilio am , newydd.,fenestr,SM,I am looking for a new window.,After the preposition am the next word normally takes a soft mutation so ff changes to f and ffenestr becomes fenestr.,Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly ff yn dod yn f ac mae ffenestr yn dod yn fenestr.
p000018,None,Preposition,am,ysgol,school,noun-fem,Mae hi'n siarad am , heddiw.,ysgol,NONE,She is talking about school today.,The preposition am would cause a soft mutation but ysgol starts with a vowel so it does not change.,Byddai am fel arfer yn achosi treiglad meddal ond mae ysgol yn dechrau gyda llafariad felly nid yw'n newid.
p000019,None,Preposition,am,siop,shop,noun-fem,Dw i'n edrych am , heddiw.,siop,NONE,I am looking for a shop today.,The preposition am would cause a soft mutation but words starting with s do not change in soft mutation.,Byddai am fel arfer yn achosi treiglad meddal ond nid yw geiriau sy'n dechrau gyda s yn newid yn y treiglad meddal.
p000020,None,Preposition,am,drws,door,noun-masc,Dw i'n aros am y , nawr.,drws,NONE,I am waiting for the door now.,Normally am causes a soft mutation but the definite article y comes between am and the noun so the noun stays unmutated. am means for or about.,Fel arfer mae am yn achosi treiglad meddal ond mae'r fannod y rhwng am a'r enw felly mae'r enw yn aros heb dreiglad. am yw for neu about.
p000021,"Soft, Contact",Preposition,am,prawf,test,noun-masc,Dw i'n poeni am , yfory.,brawf,SM,I am worried about the test tomorrow.,"After the preposition am the next word normally takes a soft mutation so prawf changes to brawf. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly prawf yn dod yn brawf. Mae am yn golygu about neu for."
p000022,"Soft, Contact",Preposition,am,cariad,love,noun-masc,Dw i'n meddwl am , heddiw.,gariad,SM,I am thinking about love today.,"After the preposition am the next word normally takes a soft mutation so cariad changes to gariad. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly cariad yn dod yn gariad. Mae am yn golygu about neu for."
p000023,"Soft, Contact",Preposition,am,tîm,team,noun-masc,Dw i'n poeni am , y clwb.,dîm,SM,I am worried about the club team.,"After the preposition am the next word normally takes a soft mutation so tîm changes to dîm. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly tîm yn dod yn dîm. Mae am yn golygu about neu for."
p000024,"Soft, Contact",Preposition,am,dant,tooth,noun-masc,Dw i'n poeni am , sy'n brifo.,ddant,SM,I am worried about a tooth that hurts.,"After the preposition am the next word normally takes a soft mutation so dant changes to ddant. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly dant yn dod yn ddant. Mae am yn golygu about neu for."
p000025,"Soft, Contact",Preposition,am,gwesty,hotel,noun-masc,Dw i'n chwilio am , rhad.,westy,SM,I am looking for a cheap hotel.,"After the preposition am the next word normally takes a soft mutation and initial g usually drops so gwesty becomes westy. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau fel arfer yn diflannu felly gwesty yn dod yn westy. Mae am yn golygu about neu for."
p000026,"Soft, Contact",Preposition,am,mab,son,noun-masc,Dw i'n poeni am , y cymydog.,fab,SM,I am worried about the neighbour’s son.,"After the preposition am the next word normally takes a soft mutation so mab changes to fab. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly mab yn dod yn fab. Mae am yn golygu about neu for."
p000027,"Soft, Contact",Preposition,am,llawr,floor,noun-masc,Dw i'n chwilio am , glân.,lawr,SM,I am looking for a clean floor.,"After the preposition am the next word normally takes a soft mutation so llawr changes to lawr. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly llawr yn dod yn lawr. Mae am yn golygu about neu for."
p000028,"Soft, Contact",Preposition,am,rheolwr,manager,noun-masc,Dw i'n siarad am , newydd.,reolwr,SM,I am talking about a new manager.,"After the preposition am the next word normally takes a soft mutation so rheolwr changes to reolwr. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly rheolwr yn dod yn reolwr. Mae am yn golygu about neu for."
p000029,"Soft, Contact",Preposition,am,campfa,gym,noun-fem,Dw i'n chwilio am , dda.,gampfa,SM,I am looking for a good gym.,"After the preposition am the next word normally takes a soft mutation so campfa changes to gampfa. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly campfa yn dod yn gampfa. Mae am yn golygu about neu for."
p000030,"Soft, Contact",Preposition,am,pont,bridge,noun-fem,Dw i'n aros am , newydd.,bont,SM,I am waiting for a new bridge.,"After the preposition am the next word normally takes a soft mutation so pont changes to bont. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly pont yn dod yn bont. Mae am yn golygu about neu for."
p000031,"Soft, Contact",Preposition,am,ffatri,factory,noun-fem,Dw i'n siarad am , fawr.,fatri,SM,I am talking about a big factory.,"After the preposition am the next word normally takes a soft mutation so initial ff changes to f and ffatri becomes fatri. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly ff yn dod yn f ac mae ffatri yn dod yn fatri. Mae am yn golygu about neu for."
p000032,"Soft, Contact",Preposition,am,ffordd,road,noun-fem,Dw i'n poeni am , beryglus.,fordd,SM,I am worried about a dangerous road.,"After the preposition am the next word normally takes a soft mutation so initial ff changes to f and ffordd becomes ffordd. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly ff yn dod yn f ac mae ffordd yn dod yn ffordd. Mae am yn golygu about neu for."
p000033,"Soft, Contact",Preposition,am,garddwr,gardener,noun-masc,Dw i'n chwilio am , da.,arddwr,SM,I am looking for a good gardener.,"After the preposition am the next word normally takes a soft mutation and initial g usually drops so garddwr becomes arddwr. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau fel arfer yn diflannu felly garddwr yn dod yn arddwr. Mae am yn golygu about neu for."
p000034,"Soft, Contact",Preposition,am,bws,bus,noun-masc,Dw i'n aros am , nawr.,fws,SM,I am waiting for the bus now.,"After the preposition am the next word normally takes a soft mutation so bws changes to fws. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly bws yn dod yn fws. Mae am yn golygu about neu for."
p000035,"Soft, Contact",Preposition,am,beic,bike,noun-masc,Dw i'n chwilio am , newydd.,feic,SM,I am looking for a new bike.,"After the preposition am the next word normally takes a soft mutation so beic changes to feic. am means about or for.","Ar ôl yr arddodiad am mae'r gair nesaf fel arfer yn treiglo'n feddal felly beic yn dod yn feic. Mae am yn golygu about neu for."
p000036,None,Preposition,am,ysgol,school,noun-fem,Dw i'n meddwl am , heddiw.,ysgol,NONE,I am thinking about school today.,"The preposition am would normally cause a soft mutation but ysgol begins with a vowel sound so it does not change. am means about or for.","Byddai am fel arfer yn achosi treiglad meddal ond mae ysgol yn dechrau gyda sain llafariad felly nid yw'n newid. Mae am yn golygu about neu for."
p000037,None,Preposition,am,siop,shop,noun-fem,Dw i'n chwilio am , sy'n agored.,siop,NONE,I am looking for a shop that is open.,"The preposition am would normally cause a soft mutation but words beginning with s do not change in soft mutation. am means about or for.","Byddai am fel arfer yn achosi treiglad meddal ond nid yw geiriau sy'n dechrau gyda s yn newid yn y treiglad meddal. Mae am yn golygu about neu for."
p000038,None,Preposition,am,awyren,airplane,noun-fem,Dw i'n aros am ,.,awyren,NONE,I am waiting for an airplane.,"The preposition am would normally cause a soft mutation but awyren begins with a vowel so it does not change. am means about or for.","Byddai am fel arfer yn achosi treiglad meddal ond mae awyren yn dechrau gyda llafariad felly nid yw'n newid. Mae am yn golygu about neu for."
p000039,None,Preposition,am,car,car,noun-masc,Dw i'n poeni am y ,.,car,NONE,I am worried about the car.,"Normally am causes a soft mutation but the definite article y comes between am and the noun so the noun stays unmutated. am means about or for.","Fel arfer mae am yn achosi treiglad meddal ond mae'r fannod y rhwng am a'r enw felly mae'r enw yn aros heb dreiglad. Mae am yn golygu about neu for."
p000040,None,Preposition,am,beic,bike,noun-masc,Dw i'n aros am y ,.,beic,NONE,I am waiting for the bike.,"Normally am causes a soft mutation but the definite article y comes between am and the noun so the noun stays unmutated. am means about or for.","Fel arfer mae am yn achosi treiglad meddal ond mae'r fannod y rhwng am a'r enw felly mae'r enw yn aros heb dreiglad. Mae am yn golygu about neu for."
p000041,"Soft, Contact",Preposition,ar,bwrdd,table,noun-masc,Mae'r llyfr ar , yn y gegin.,fwrdd,SM,The book is on a table in the kitchen.,"After the preposition ar the next word normally takes a soft mutation so bwrdd changes to fwrdd.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly bwrdd yn dod yn fwrdd."
p000042,"Soft, Contact",Preposition,ar,llawr,floor,noun-masc,Mae'r bag ar , yn y lolfa.,lawr,SM,The bag is on the floor in the living room.,"After the preposition ar the next word normally takes a soft mutation so llawr changes to lawr.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly llawr yn dod yn lawr."
p000043,"Soft, Contact",Preposition,ar,papur,paper,noun-masc,Mae'r enw ar ,.,bapur,SM,The name is on paper.,"After the preposition ar the next word normally takes a soft mutation so papur changes to bapur.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly papur yn dod yn bapur."
p000044,"Soft, Contact",Preposition,ar,pont,bridge,noun-fem,Mae'r dyn ar , dros yr afon.,bont,SM,The man is on a bridge over the river.,"After the preposition ar the next word normally takes a soft mutation so pont changes to bont.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly pont yn dod yn bont."
p000045,"Soft, Contact",Preposition,ar,bws,bus,noun-masc,Dw i ar , i'r gwaith.,fws,SM,I am on a bus to work.,"After the preposition ar the next word normally takes a soft mutation so bws changes to fws.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly bws yn dod yn fws."
p000046,"Soft, Contact",Preposition,ar,trên,train,noun-masc,Mae hi ar , nawr.,drên,SM,She is on a train now.,"After the preposition ar the next word normally takes a soft mutation so trên changes to drên.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly trên yn dod yn drên."
p000047,"Soft, Contact",Preposition,ar,beic,bike,noun-masc,Mae e ar , bob dydd.,feic,SM,He is on a bike every day.,"After the preposition ar the next word normally takes a soft mutation so beic changes to feic.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly beic yn dod yn feic."
p000048,"Soft, Contact",Preposition,ar,beic modur,motorbike,noun-masc,Dw i ar , heddiw.,feic modur,SM,I am on a motorbike today.,"After the preposition ar the next word normally takes a soft mutation so beic changes to feic in beic modur.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly beic yn dod yn feic yn beic modur."
p000049,"Soft, Contact",Preposition,ar,ceffyl,horse,noun-masc,Mae'r ferch ar ,.,geffyl,SM,The girl is on a horse.,"After the preposition ar the next word normally takes a soft mutation so ceffyl changes to geffyl.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly ceffyl yn dod yn geffyl."
p000050,"Soft, Contact",Preposition,ar,dŵr,water,noun-masc,Mae'r llong ar ,.,ddŵr,SM,The ship is on the water.,"After the preposition ar the next word normally takes a soft mutation so dŵr changes to ddŵr.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly dŵr yn dod yn ddŵr."
p000051,"Soft, Contact",Preposition,ar,ffordd,road,noun-fem,Mae'r car ar , fawr.,ffordd,SM,The car is on a big road.,"After the preposition ar the next word normally takes a soft mutation so the initial ff changes to f and ffordd becomes ffordd.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly mae ff ar y dechrau yn dod yn f ac mae ffordd yn dod yn ffordd."
p000052,"Soft, Contact",Preposition,ar,ffurflen,form,noun-fem,Mae'r enw ar ,.,furflen,SM,The name is on a form.,"After the preposition ar the next word normally takes a soft mutation so the initial ff changes to f and ffurflen becomes furflen.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly mae ff ar y dechrau yn dod yn f ac mae ffurflen yn dod yn furflen."
p000053,"Soft, Contact",Preposition,ar,cerdyn,card,noun-masc,Mae'r llun ar ,.,gerdyn,SM,The picture is on a card.,"After the preposition ar the next word normally takes a soft mutation so cerdyn changes to gerdyn.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly cerdyn yn dod yn gerdyn."
p000054,"Soft, Contact",Preposition,ar,gwaith,work,noun-masc,Mae e ar , heddiw.,waith,SM,He is at work today.,"After the preposition ar the next word normally takes a soft mutation and initial g drops so gwaith becomes waith.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau yn diflannu felly gwaith yn dod yn waith."
p000055,"Soft, Contact",Preposition,ar,gwely,bed,noun-masc,Dw i ar , yn gynnar.,wely,SM,I am in bed early.,"After the preposition ar the next word normally takes a soft mutation and initial g drops so gwely becomes wely.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau yn diflannu felly gwely yn dod yn wely."
p000056,"Soft, Contact",Preposition,ar,môr,sea,noun-masc,Mae'r llong ar , heddiw.,fôr,SM,The ship is at sea today.,"After the preposition ar the next word normally takes a soft mutation so môr changes to fôr.","Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly môr yn dod yn fôr."
p000057,None,Preposition,ar,awyren,airplane,noun-fem,Dw i ar , nawr.,awyren,NONE,I am on an airplane now.,"The preposition ar would normally cause a soft mutation but awyren starts with a vowel so it does not change.","Byddai ar fel arfer yn achosi treiglad meddal ond mae awyren yn dechrau gyda llafariad felly nid yw'n newid."
p000058,None,Preposition,ar,stryd,street,noun-fem,Mae'r car ar , brysur.,stryd,NONE,The car is on a busy street.,"The preposition ar would normally cause a soft mutation but words beginning with s do not change in soft mutation.","Byddai ar fel arfer yn achosi treiglad meddal ond nid yw geiriau sy'n dechrau gyda s yn newid yn y treiglad meddal."
p000059,None,Preposition,ar,car,car,noun-masc,Mae'r bag ar y ,.,car,NONE,The bag is on the car.,"Normally ar causes a soft mutation but the definite article y comes between ar and the noun so the noun stays unmutated.","Fel arfer mae ar yn achosi treiglad meddal ond mae'r fannod y rhwng ar a'r enw felly mae'r enw yn aros heb dreiglad."
p000060,None,Preposition,ar,teledu,television,noun-masc,Mae'r gêm ar y , heno.,teledu,NONE,The game is on television tonight.,"Normally ar causes a soft mutation but the definite article y comes between ar and the noun so the noun stays unmutated.","Fel arfer mae ar yn achosi treiglad meddal ond mae'r fannod y rhwng ar a'r enw felly mae'r enw yn aros heb dreiglad."
p000061,"Soft, Contact",Preposition,ar,banc,bench,noun-masc,Mae'r bag ar ,.,fanc,SM,The bag is on a bench.,After the preposition ar the next word normally takes a soft mutation so banc changes to fanc.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly banc yn dod yn fanc.
p000062,"Soft, Contact",Preposition,ar,bara,bread,noun-masc,Mae'r menyn ar ,.,fara,SM,The butter is on bread.,After the preposition ar the next word normally takes a soft mutation so bara changes to fara.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly bara yn dod yn fara.
p000063,"Soft, Contact",Preposition,ar,tost,toast,noun-masc,Mae'r menyn ar ,.,dost,SM,The butter is on toast.,After the preposition ar the next word normally takes a soft mutation so tost changes to dost.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly tost yn dod yn dost.
p000064,"Soft, Contact",Preposition,ar,pen,head,noun-masc,Mae'r het ar ,.,ben,SM,The hat is on a head.,After the preposition ar the next word normally takes a soft mutation so pen changes to ben.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly pen yn dod yn ben.
p000065,"Soft, Contact",Preposition,ar,llythyr,letter,noun-masc,Mae'r stamp ar ,.,lythyr,SM,The stamp is on a letter.,After the preposition ar the next word normally takes a soft mutation so llythyr changes to lythyr.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly llythyr yn dod yn lythyr.
p000066,"Soft, Contact",Preposition,ar,cadair,chair,noun-fem,Mae'r siaced ar ,.,gadair,SM,The jacket is on a chair.,After the preposition ar the next word normally takes a soft mutation so cadair changes to gadair.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly cadair yn dod yn gadair.
p000067,"Soft, Contact",Preposition,ar,llinell,line,noun-fem,Mae'r enw ar ,.,linell,SM,The name is on a line.,After the preposition ar the next word normally takes a soft mutation so llinell changes to linell.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly llinell yn dod yn linell.
p000068,"Soft, Contact",Preposition,ar,marchnad,market,noun-fem,Mae'r pris ar , heddiw.,farchnad,SM,The price is on the market today.,After the preposition ar the next word normally takes a soft mutation so marchnad changes to farchnad.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly marchnad yn dod yn farchnad.
p000069,"Soft, Contact",Preposition,ar,paned,cupful drink,noun-fem,Dw i ar , o de.,baned,SM,I am having a cup of tea.,After the preposition ar the next word normally takes a soft mutation so paned changes to baned.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly paned yn dod yn baned.
p000070,"Soft, Contact",Preposition,ar,taith,journey trip,noun-fem,Mae hi ar , heddiw.,daith,SM,She is on a trip today.,After the preposition ar the next word normally takes a soft mutation so taith changes to daith.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly taith yn dod yn daith.
p000071,"Soft, Contact",Preposition,ar,canol,middle,noun-masc,Mae'r ysgol ar , y dref.,ganol,SM,The school is in the middle of the town.,After the preposition ar the next word normally takes a soft mutation so canol changes to ganol.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly canol yn dod yn ganol.
p000072,"Soft, Contact",Preposition,ar,gwlad,countryside country,noun-fem,Rydyn ni'n byw ar ,.,wlad,SM,We live in the countryside.,After the preposition ar the next word normally takes a soft mutation and initial g drops so gwlad becomes wlad.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau yn diflannu felly gwlad yn dod yn wlad.
p000073,"Soft, Contact",Preposition,ar,meddyg,doctor,noun-masc,Dw i'n dibynnu ar ,.,feddyg,SM,I rely on a doctor.,After the preposition ar the next word normally takes a soft mutation so meddyg changes to feddyg.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly meddyg yn dod yn feddyg.
p000074,"Soft, Contact",Preposition,ar,problem,problem,noun-fem,Dw i'n gweithio ar ,.,broblem,SM,I am working on a problem.,After the preposition ar the next word normally takes a soft mutation so problem changes to broblem.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly problem yn dod yn broblem.
p000075,"Soft, Contact",Preposition,ar,ffôn,phone,noun-masc,Mae hi ar , nawr.,fôn,SM,She is on the phone now.,After the preposition ar the next word normally takes a soft mutation so initial ff changes to f and ffôn becomes fôn.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly ff yn dod yn f ac mae ffôn yn dod yn fôn.
p000076,"Soft, Contact",Preposition,ar,cot,coat,noun-fem,Mae'r tag ar ,.,got,SM,The tag is on a coat.,After the preposition ar the next word normally takes a soft mutation so cot changes to got.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal felly cot yn dod yn got.
p000077,"Soft, Contact",Preposition,ar,gorsaf,station,noun-fem,Mae'r poster ar ,.,orsaf,SM,The poster is on a station.,After the preposition ar the next word normally takes a soft mutation and initial g drops so gorsaf becomes orsaf.,Ar ôl yr arddodiad ar mae'r gair nesaf fel arfer yn treiglo'n feddal ac mae g ar y dechrau yn diflannu felly gorsaf yn dod yn orsaf.
p000078,None,Preposition,ar,iechyd,health,noun-masc,Mae e'n canolbwyntio ar ,.,iechyd,NONE,He is focusing on health.,The preposition ar would normally cause a soft mutation but iechyd starts with a vowel sound so it does not change.,Byddai ar fel arfer yn achosi treiglad meddal ond mae iechyd yn dechrau gyda sain llafariad felly nid yw'n newid.
p000079,None,Preposition,ar,salad,salad,noun-masc,Mae'r finegr ar ,.,salad,NONE,The vinegar is on salad.,The preposition ar would normally cause a soft mutation but words beginning with s do not change in soft mutation.,Byddai ar fel arfer yn achosi treiglad meddal ond nid yw geiriau sy'n dechrau gyda s yn newid yn y treiglad meddal.
p000080,None,Preposition,ar,cadair,chair,noun-fem,Mae'r siaced ar y ,.,cadair,NONE,The jacket is on the chair.,Normally ar causes a soft mutation but the definite article y comes between ar and the noun so the noun stays unmutated.,Fel arfer mae ar yn achosi treiglad meddal ond mae'r fannod y rhwng ar a'r enw felly mae'r enw yn aros heb dreiglad.
p000081,"Soft, Contact",Preposition,at,drws,door,noun-masc,Dw i'n aros at , y tŷ heddiw.,ddrws,SM,I am waiting at the door of the house today.,After the preposition at the next word normally takes a soft mutation so drws changes to ddrws.,Ar ôl yr arddodiad at mae'r gair nesaf fel arfer yn treiglo'n feddal felly drws yn dod yn ddrws.
p000082,"Soft, Contact",Preposition,at,marchnad,market,noun-fem,Mae hi at , y dref.,farchnad,SM,She is at the town market.,After the preposition at the next word normally takes a soft mutation so marchnad changes to farchnad.,Ar ôl yr arddodiad at mae'r gair nesaf fel arfer yn treiglo'n feddal felly marchnad yn dod yn farchnad.
p000083,"Soft, Contact",Preposition,at,pabell,tent,noun-fem,Rydyn ni at , fawr.,babell,SM,We are at a big tent.,After the preposition at the next word normally takes a soft mutation so pabell changes to babell.,Ar ôl yr arddodiad at mae'r gair nesaf fel arfer yn treiglo'n feddal felly pabell yn dod yn babell.
p000084,"Soft, Contact",Preposition,at,banc,bench,noun-masc,Mae'r bachgen at , y parc.,fanc,SM,The boy is at the bench in the park.,After the preposition at the next word normally takes a soft mutation so banc changes to fanc.,Ar ôl yr arddodiad at mae'r gair nesaf fel arfer yn treiglo'n feddal felly banc yn dod yn fanc.
