pack_id	card_seq	base	translate	wordcategory	sentence_with_gap	Sentence_Eng	trigger	outcome (SM/NM/AM/NONE)	Target_word	WhyEng	WhyCym	RuleCat	frame_id	qa_status (Draft / Generated / Checked / Fixed)
myn-de-p01-places	M-D-00011	Casnewydd	Newport	Place name	Dwi'n byw yng [ ]	I live in Newport	yng	NM	Nghasnewydd	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00012	Casnewydd	Newport	Place name	Dwi'n mynd i [ ]	I am going to Newport	i	SM	Gasnewydd	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Draft
myn-de-p01-places	M-D-00013	Abertawe	Swansea	Place name	Dw i'n dod o [ ]	I come from Swansea	o	NONE	Abertawe	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00014	Abertawe	Swansea	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from Swansea originally	o	NONE	Abertawe	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00015	Abertawe	Swansea	Place name	Dwi'n byw yn [ ]	I live in Swansea	yn	NONE	Abertawe	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00016	Abertawe	Swansea	Place name	Dw i'n mynd i [ ]	I am going to Swansea	i	NONE	Abertawe	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00017	Llanelwy	St Asaph	Place name	Dw i'n dod o [ ]	I come from St Asaph	o	SM	Lanelwy	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00018	Llanelwy	St Asaph	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from St Asaph originally	o	SM	Lanelwy	"The preposition ""o"" or ""from"" normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. In Welsh, these changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00019	Llanelwy	St Asaph	Place name	Dwi'n byw yn [ ]	I live in St Asaph	yn	NONE	Llanelwy	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00020	Llanelwy	St Asaph	Place name	Dwi'n mynd i [ ]	I am going to St Asaph	i	SM	Lanelwy	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "		myn-de-u01-f016	Draft
myn-de-p01-places	M-D-00021	Tyddewi	St Davids	Place name	Dw i'n dod o [ ]	I come from St Davids	o	SM	Dddewi				myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00022	Tyddewi	St Davids	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from St Davids originally	o	SM	Dddewi					Draft
myn-de-p01-places	M-D-00023	Tyddewi	St Davids	Place name	Dwi'n byw yn [ ]	I live in St Davids	yn	NM	Nhyddewi	"The preposition “yn” (“in”) normally causes a nasal mutation on the word that follows it. With nasal mutation, C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar y gair sy’n ei ddilyn. Gyda’r treiglad trwynol, mae C yn mynd yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Fixed
myn-de-p01-places	M-D-00024	Tyddewi	St Davids	Place name	Dw i'n mynd i [ ]	I am going to St Davids	i	SM	Dyddewi	"The preposition “i” (“to”) normally causes a soft mutation on the Welsh place name that follows it. Soft mutation only affects certain initial letters. These changes are: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? disappears, LL ? L, RH ? R, and M ? F."	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enw lle Cymraeg sy’n ei ddilyn. Dim ond rhai llythrennau sy’n cael eu heffeithio gan y treiglad meddal. Dyma’r newidiadau: C ? G, P ? B, T ? D, B ? F, D ? DD, G ? diflannu, LL ? L, RH ? R, ac M ? F. "			Draft
myn-de-p01-places	M-D-00025	Wrecsam	Wrexham	Place name	Dw i'n dod o [ ]	I come from Wrexham	o	NONE	Wrecsam	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00026	Wrecsam	Wrexham	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from Wrexham originally	o	NONE	Wrecsam	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00027	Wrecsam	Wrexham	Place name	Dwi'n byw yn [ ]	I live in Wrexham	yn	NONE	Wrecsam	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00028	Wrecsam	Wrexham	Place name	Dw i'n mynd i [ ]	I am going to Wrexham	i	NONE	Wrecsam	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00029	Aberdâr	Aberdare	Place name	Dw i'n dod o [ ]	I come from Aberdare	o	NONE	Aberdare	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00030	Aberdâr	Aberdare	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from Aberdare originally	o	NONE	Aberdare	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00031	Aberdâr	Aberdare	Place name	Dwi'n byw yn [ ]	I live in Aberdare	yn	NONE	Aberdare	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00032	Aberdâr	Aberdare	Place name	Dw i'n mynd i [ ]	I am going to Aberdare	i	NONE	Aberdare	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00033	Abertyleri	Abertillery	Place name	Dw i'n dod o [ ]	I come from Abertillery	o	NONE	Abertyleri	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00034	Abertyleri	Abertillery	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from Abertillery originally	o	NONE	Abertyleri	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00035	Abertyleri	Abertillery	Place name	Dwi'n byw yn [ ]	I live in Abertillery	yn	NONE	Abertyleri	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00036	Abertyleri	Abertillery	Place name	Dw i'n mynd i [ ]	I am going to Abertillery	i	NONE	Abertyleri	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00037	Y Fenni	Abergavenny	Place name	Dw i'n dod o'r [ ]	I come from Abergavenny	o'r	NONE	Fenni	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Draft
myn-de-p01-places	M-D-00038	Y Fenni	Abergavenny	Place name	Dw i'n dod o'r [ ] yn wreiddiol	I come from Abergavenny originally	o'r	NONE	Fenni	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Draft
myn-de-p01-places	M-D-00039	Y Fenni	Abergavenny	Place name	Dwi'n byw yn [ ]	I live in Abergavenny	yn	NONE	y Fenni	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00040	Y Fenni	Abergavenny	Place name	Dwi'n mynd i'r [ ]	I am going to Abergavenny	i'r	NONE	Fenni	"The prepositions ""i"" and ""o"" normally causes a soft mutation on Welsh names that follow it. However, mutations are blocked by the definite article"	Mae’r arddodiaid “i” ac “o” fel arfer yn rhoi treiglad meddal ar enwau Cymraeg sy’n dod ar eu hôl. Ond mae’r fannod bendant yn rhwystro’r treiglad			Draft
myn-de-p01-places	M-D-00041	Abermaw	Barnmouth	Place name	Dw i'n dod o [ ]	I come from Barnmouth	o	NONE	Abermaw	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."		myn-de-u01-f013	Draft
myn-de-p01-places	M-D-00042	Abermaw	Barnmouth	Place name	Dw i'n dod o [ ] yn wreiddiol	I come from Barnmouth originally	o	NONE	Abermaw	"The preposition ""o"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “o” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
myn-de-p01-places	M-D-00043	Abermaw	Barnmouth	Place name	Dwi'n byw yn [ ]	I live in Barnmouth	yn	NONE	Abermaw	"The preposition “yn” (“in”) normally causes a nasal mutation on the Welsh place name that follows it. However nasal mutation only affects the following letters: C becomes NGH, P becomes MH, T becomes NH, B becomes M, D becomes N, and G becomes NG."	"Mae’r arddodiad “yn” (“in”) fel arfer yn achosi treiglad trwynol ar enw lle Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar y llythrennau canlynol y mae’r treiglad trwynol yn effeithio: mae C yn dod yn NGH, P yn MH, T yn NH, B yn M, D yn N, a G yn NG."		myn-de-u01-f018	Draft
myn-de-p01-places	M-D-00044	Abermaw	Barnmouth	Place name	Dw i'n mynd i [ ]	I am going to Barnmouth	i	NONE	Abermaw	"The preposition ""i"" normally causes a soft mutation on Welsh names that follow it. However, soft mutation only affects words beginning with C, P, T, B, D, G, Ll, Rh and M. So, this word is not affected"	"Mae’r arddodiad “i” fel arfer yn achosi treiglad meddal ar enwau Cymraeg sy’n ei ddilyn. Fodd bynnag, dim ond ar eiriau sy’n dechrau gyda C, P, T, B, D, G, Ll, Rh ac M y mae treiglad meddal yn effeithio. Felly, nid yw’r gair hwn yn cael ei dreiglo."			Draft
